Plant,ClubPlants,Cluster,SubCLuster,TruckType,Destination,operator,Part,Date,,,,,Plant,1150,,,,,,,,,,
1130,1130,S5,S5,18 FT,8261,VARUNA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,S5,S5,32 MA,8150,EXPRESS,SG1,3,,,,,,,,,,,,,,,,
1170,1170/1190,N1,N1_1,32 MA,5155,DBRC,SG1,1,,,,,,,,,,,,,,,,
1130,1130,S5,S5,32 MA,8261,EXPRESS,SG1,4,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,4002,ANAND,SG1,2,,,,,,,,,,,,,,,,
1170,1170/1190,N1,N1_1,32 MA,5153,COSMO,SG1,2,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6000,ANAND,SG1,3,,,,,,,,,,,,,,,,
1170,1170/1190,N1,N1_1,32 MA,5151,AVG,SG1,1,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6004,ANAND,SG1,4,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6013,KAPOOR,SG1,3,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6053,KAPOOR,SG1,4,,,,,,,,,,,,,,,,
1170,1170/1190,N3,N3,32 MA,5120,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6200,KAPOOR,SG1,5,,,,,,,,,,,,,,,,
1170,1170/1190,N3,N3,32 MA,5104,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6204,KAPOOR,SG1,1,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6205,KAPOOR,SG1,2,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,6206,KAPOOR,SG1,3,,,,,,,,,,,,,,,,
1170,1170/1190,N3,N3,32 MA,5103,DRS,SG1,5,,,,,,,,,,,,,,,,
1130,1130,E6,E6,32 MA,400035,NCS,SG1,1,,,,,,,,,,,,,,,,
1130,1130,E6,E6_1,32 MA,6102,TRANSRAIL,SG1,1,,,,,,,,,,,,,,,,
1170,1170/1190,N3,N3,32 MA,5101,DBRC,SG1,2,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5001,DRS,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5002,SWASTIK,SG1,3,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5004,AVG,SG1,2,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5050,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1170,1170/1190,N3,N3,32 MA,5040,DBRC,SG1,3,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5052,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8353,KTC,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5053,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8352,GNANABELLA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5054,SHREE SHYAM,SG1,1,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8351,GNANABELLA,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5055,SHREE SHYAM,SG1,2,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5061,SHREE SHYAM,SG1,3,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5251,INDOARYA,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5252,INDOARYA,SG1,2,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8315,RCI,SG1,3,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5301,INDOARYA,SG1,3,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8311,MEGA,SG1,5,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5305,RCI,SG1,4,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8305,KTC,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5306,RCI,SG1,5,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8304,GNANABELLA,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N8,N8,32 MA,5309,SHRINIWASA,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5115,AVG,SG1,3,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1,18 FT,8303,GNANABELLA,SG1,2,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5151,INDOARYA,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5152,RCI,SG1,1,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1_1,18 FT,400196,GNANABELLA,SG1,3,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5153,CORE,SG2,6,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5155,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1_1,18 FT,8302,GNANABELLA,SG1,4,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5157,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5201,SHREE SHYAM,SG1,4,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5202,SHREE SHYAM,SG1,5,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5203,SWASTIK,SG1,4,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1_1,18 FT,8301,GNANABELLA,SG1,5,,,,,,,,,,,,,,,,
1130,1130,N8,N8_1,32 MA,5206,SWASTIK,SG1,5,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5040,DRS,SG1,2,,,,,,,,,,,,,,,,
1170,1170/1190,S1,S1_1,18 FT,4000,GNANABELLA,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5051,DRS,SG1,3,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5101,AVG,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,S8,S8_1,32 MA,400171,APML,SG1,4,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5102,EAST INDIA,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,S8,S8_1,32 MA,400074,APML,SG1,5,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5103,EAST INDIA,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,S6,S6_1,18 FT,8256,KTC,SG2,7,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5104,EAST INDIA,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,S6,S6_1,18 FT,8253,MEGA,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5105,RCI,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,S6,S6_1,18 FT,8252,KTC,SG1,2,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5106,RCI,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,S6,S6,18 FT,8255,MEGA,SG1,2,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5107,SHRINIWASA,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,S6,S6,18 FT,8251,KTC,SG1,3,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5108,SHRINIWASA,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7_1,18 FT,8105,KTC,SG2,8,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5109,SHRINIWASA,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7_1,18 FT,8103,KTC,SG1,4,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5111,SHRINIWASA,SG1,5,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5112,BLR,SG1,1,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5114,BLR,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7_1,18 FT,8102,KTC,SG1,5,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5116,BLR,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7,32 MA,8010,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1130,1130,N9,N9,32 MA,5120,CORE,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7,18 FT,8052,KTC,SG2,9,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,5156,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7000,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7,18 FT,8006,KTC,SG1,1,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7001,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,S7,S7,18 FT,8001,KTC,SG1,2,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7002,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,W4,W4,32 MA,7302,TRUE FREIGHT,SG1,1,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7003,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,W4,W4,32 MA,7251,SWASTIK,SG1,1,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7004,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7051,DGFC,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,W4,W4,32 MA,7250,RCI,SG1,4,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7052,DGFC,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3_2,32 MA,7157,DEDICATED,SG1,2,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7053,EXPRESS,SG1,5,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7054,EXPRESS,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,400017,RCI,SG1,5,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7102,EXPRESS,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7154,SWASTIK,SG1,2,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7103,EXPRESS,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7152,EAST INDIA,SG1,2,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7105,EXPRESS,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7151,DGFC,SG1,3,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7150,EXPRESS,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7150,APML,SG1,1,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7151,EXPRESS,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3,32 MA,7102,MEGA,SG1,3,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7152,EXPRESS,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3_1,32 MA,7051,MEGA,SG1,4,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7153,RCI,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,W3,W3_1,32 MA,7000,SWASTIK,SG1,3,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7154,RCI,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,E4,E4,32 MA,6102,ANAND,SG1,5,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7155,RCI,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,E4,E4,32 MA,6053,RCI,SG1,4,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7161,RCI,SG1,5,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7250,BLR,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,E4,E4,32 MA,6000,NCS,SG1,2,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7251,BLR,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,N5,N5,32 SA,400011,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7252,BLR,SG1,1,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7253,BLR,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,N5,N5,32 MA,400292,DBRC,SG1,4,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7254,BLR,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,N5,N5,32 MA,5301,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7301,BLR,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,N5,N5,32 MA,5050,RCI,SG1,1,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7302,BLR,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,N6,N6,32 MA,400314,DRS,SG1,4,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,7304,EAST INDIA,SG1,3,,,,,,,,,,,,,,,,
1130,1130,W6,W6,32 MA,104687,EAST INDIA,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,N6,N6,32 MA,5120,DBRC,SG1,5,,,,,,,,,,,,,,,,
1130,1130,W6,W6_1,32 MA,7157,DEDICATED,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,4000,DEDICATED,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,N6,N6,32 MA,5040,DBRC,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,4003,DEDICATED,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 SA,400211,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,8003,DEDICATED,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,8150,DEDICATED,SG1,2,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 SA,400076,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,8255,DEDICATED,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,400311,DEDICATED,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400286,RCI,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S9,S9_4,32 MA,400316,DEDICATED,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400211,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,4001,SWASTIK,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400076,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8001,SWASTIK,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,400021,EXPRESS,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8002,SWASTIK,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8004,SWASTIK,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8005,SWASTIK,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,N4,N4,32 MA,5001,EXPRESS,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8006,MEGA,SG1,5,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8010,MEGA,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,E3,E3,32 MA,6200,TRIMURTHI,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8051,MEGA,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8052,MEGA,SG1,3,,,,,,,,,,,,,,,,
1180,1150/1180,E3,E3,32 MA,4002,NCS,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8053,MEGA,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8054,MEGA,SG1,5,,,,,,,,,,,,,,,,
1180,1150/1180,S9,S9_5,32 MA,8300,DEDICATED,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8055,KTC,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8102,KTC,SG1,4,,,,,,,,,,,,,,,,
1180,1150/1180,S9,S9_5,32 MA,8150,DEDICATED,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8103,KTC,SG1,5,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8104,KTC,SG1,1,,,,,,,,,,,,,,,,
1180,1150/1180,S9,S9_5,32 MA,4000,DEDICATED,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8105,KTC,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8106,KTC,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,8107,KTC,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,400027,KTC,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,400196,VARUNA,SG2,7,,,,,,,,,,,,,,,,
1140,1140,S2,S2,18 FT,400327,KTC,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,400078,VARUNA,SG2,8,,,,,,,,,,,,,,,,
1140,1140,S2,S2_1,32 SA,400299,RCI,SG1,3,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,4002,KAPOOR,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,400068,VARUNA,SG2,9,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,6200,KAPOOR,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,400063,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,6201,KAPOOR,SG1,1,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,6202,DGFC,SG1,4,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,6203,DGFC,SG1,5,,,,,,,,,,,,,,,,
1140,1140,E1,E1,32 MA,6206,DGFC,SG1,1,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5040,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,400024,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5101,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5102,RCI,SG1,4,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5103,RCI,SG1,5,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5104,RCI,SG1,1,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5106,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,5120,LG BROTHERS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,8354,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1140,1140,N3,N3,32 MA,400314,LG BROTHERS,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,8352,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,5050,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,32 MA,8351,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,5053,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,5301,RCI,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8356,GNANABELLA,SG2,8,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,5306,RCI,SG1,3,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,400121,RCI,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8355,GNANABELLA,SG2,9,,,,,,,,,,,,,,,,
1140,1140,N2,N2,32 MA,400292,LG BROTHERS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8354,KTC,SG2,10,,,,,,,,,,,,,,,,
1140,1140,N1,N1_1,32 MA,5152,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1140,1140,N1,N1_1,32 MA,5203,SWASTIK,SG1,4,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400020,VARUNA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8353,GNANABELLA,SG1,2,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400021,VARUNA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8351,GNANABELLA,SG1,4,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400056,VARUNA,SG1,3,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400058,RCI,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8313,KTC,SG1,2,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400076,RCI,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8311,KTC,SG1,3,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400286,MAHAVEERA,SG1,1,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400304,MAHAVEERA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8304,KTC,SG1,4,,,,,,,,,,,,,,,,
1140,1140,N1,N1,32 MA,400335,MAHAVEERA,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8303,KTC,SG1,5,,,,,,,,,,,,,,,,
1140,1140,W2,W2,32 MA,5156,SWASTIK,SG1,5,,,,,,,,,,,,,,,,
1140,1140,W2,W2,32 MA,7250,SWASTIK,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S8,S8,18 FT,8301,KTC,SG1,1,,,,,,,,,,,,,,,,
1140,1140,W2,W2,32 MA,7251,RCI,SG1,2,,,,,,,,,,,,,,,,
1140,1140,W2,W2,32 MA,7254,RCI,SG1,3,,,,,,,,,,,,,,,,
1140,1140,W2,W2,32 MA,7302,APML,SG1,2,,,,,,,,,,,,,,,,
1140,1140,W2,W2,32 MA,400295,SWASTIK,SG2,6,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6000,VARUNA,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8258,KTC,SG1,2,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6001,VARUNA,SG1,5,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6004,RCI,SG1,4,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6011,RCI,SG1,5,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6013,NCS,SG1,4,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6053,NCS,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8256,KTC,SG1,3,,,,,,,,,,,,,,,,
1140,1140,E2,E2,32 MA,6102,ANAND,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8254,KTC,SG1,4,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7000,SWASTIK,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8253,KTC,SG1,5,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7001,SWASTIK,SG1,3,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7003,RCI,SG1,1,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7051,RCI,SG1,2,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7102,RCI,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6_1,18 FT,8252,KTC,SG1,1,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7103,MEGA,SG1,1,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7150,MEGA,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,18 FT,400060,KTC,SG2,6,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7151,MEGA,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,18 FT,8261,MEGA,SG1,4,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7152,MEGA,SG1,5,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,18 FT,8255,KTC,SG1,2,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7153,MEGA,SG1,1,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7154,EXPRESS,SG1,5,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,7155,EXPRESS,SG1,1,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400003,EXPRESS,SG1,2,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,18 FT,8155,KTC,SG1,3,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400038,EXPRESS,SG1,3,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400075,EXPRESS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,400060,COSMO,SG1,3,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400081,EXPRESS,SG1,5,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400241,EAST INDIA,SG1,5,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400339,EAST INDIA,SG1,1,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8261,COSMO,SG1,5,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 MA,400341,EAST INDIA,SG1,2,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 SA,400006,LG BROTHERS,SG1,3,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8257,COSMO,SG1,4,,,,,,,,,,,,,,,,
1140,1140,W1,W1,32 SA,400038,LG BROTHERS,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8255,COSMO,SG1,1,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8151,SWASTIK,SG1,4,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8153,SWASTIK,SG1,5,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8155,MEGA,SG1,2,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8251,MEGA,SG1,3,,,,,,,,,,,,,,,,
1140,1140,S3,S3,18 FT,8252,KTC,SG1,4,,,,,,,,,,,,,,,,
1150,1150/1180,S6,S6,32 MA,8251,COSMO,SG1,2,,,,,,,,,,,,,,,,
