ClubPlant,Cluster,SubCluster,Destination,Operator,TruckType,NoofIndents
1140,S3,S3,8251,SWASTIK,18 FT,1
1140,S3,S3,8252,INDOARYA,18 FT,1
1140,S3,S3,8252,MEGA,18 FT,1
1140,S3,S3,8252,SWASTIK,18 FT,2
1140,S3,S3,8253,INDOARYA,18 FT,2
1140,S3,S3,8253,MEGA,18 FT,1
1140,S3,S3,8253,SWASTIK,18 FT,1
1140,S3,S3,8254,INDOARYA,18 FT,2
1140,S3,S3,8256,INDOARYA,18 FT,2
1140,S3,S3,8256,KTC,18 FT,3
1140,S3,S3,8256,MEGA,18 FT,1
1140,S3,S3,8257,KTC,18 FT,1
1140,S3,S3,8257,MEGA,18 FT,1
1140,S3,S3,8257,SWASTIK,18 FT,2
1140,S3,S3,8258,INDOARYA,18 FT,2
1140,S3,S3,8258,KTC,18 FT,1
1140,S3,S3,8259,DEDICATED,18 FT,1
1140,S3,S3,8259,KTC,18 FT,1
1140,S3,S3,8259,SWASTIK,18 FT,2
1140,S3,S3,8261,KTC,18 FT,2
1140,S3,S3,8261,SWASTIK,18 FT,1
1140,S9,S9_4,4000,CHINNA,18 FT,2
1140,S9,S9_4,4000,DEDICATED,32 MA,35
1140,S9,S9_4,4000,ILAN,18 FT,3
1140,S9,S9_4,4003,DEDICATED,32 MA,5
1140,S9,S9_4,4003,ILAN,18 FT,2
1140,S9,S9_4,400311,DEDICATED,32 MA,11
1140,S9,S9_4,400316,CHINNA,18 FT,7
1140,S9,S9_4,400316,DEDICATED,32 MA,22
1140,S9,S9_4,400316,ILAN,18 FT,18
1140,S9,S9_4,400316,KTC,18 FT,1
1140,S9,S9_4,8003,DEDICATED,32 MA,2
1140,S9,S9_4,8003,KTC,18 FT,1
1140,S9,S9_4,8003,MEGA,18 FT,1
1140,S9,S9_4,8150,DEDICATED,32 MA,13
1140,S9,S9_4,8150,SWASTIK,18 FT,1
1140,S9,S9_4,8156,DEDICATED,32 MA,1
1140,S9,S9_4,8156,INDOARYA,18 FT,1
1140,S9,S9_4,8255,DEDICATED,32 MA,2
1140,S9,S9_4,8255,INDOARYA,18 FT,1
1140,S9,S9_4,8255,MEGA,18 FT,3
1140,W1,W1,400003,EAST INDIA,32 MA,4
1140,W1,W1,400003,EXPRESS,32 MA,17
1140,W1,W1,400003,MEGA,32 MA,8
1140,W1,W1,400003,SWASTIK,32 MA,1
1140,W1,W1,400006,LG BROTHERS,32 SA,4
1140,W1,W1,400023,EAST INDIA,32 MA,2
1140,W1,W1,400038,EAST INDIA,32 MA,2
1140,W1,W1,400038,EXPRESS,32 MA,3
1140,W1,W1,400038,LG BROTHERS,32 SA,12
1140,W1,W1,400038,MEGA,32 MA,3
1140,W1,W1,400075,EAST INDIA,32 MA,3
1140,W1,W1,400075,EXPRESS,32 MA,2
1140,W1,W1,400075,MEGA,32 MA,2
1140,W1,W1,400081,EAST INDIA,32 MA,1
1140,W1,W1,400081,EXPRESS,32 MA,1
1140,W1,W1,400081,MEGA,32 MA,1
1140,W1,W1,400221,EXPRESS,32 MA,1
1140,W1,W1,400241,EXPRESS,32 MA,2
1140,W1,W1,400329,EXPRESS,32 MA,2
1140,W1,W1,400339,EXPRESS,32 MA,3
1140,W1,W1,400339,MEGA,32 MA,1
1140,W1,W1,400341,EXPRESS,32 MA,2
1140,W1,W1,7000,EXPRESS,32 MA,1
1140,W1,W1,7000,RCI,32 MA,4
1140,W1,W1,7001,RCI,32 MA,3
1140,W1,W1,7002,SWASTIK,32 MA,1
1140,W1,W1,7003,EXPRESS,32 MA,1
1140,W1,W1,7003,SWASTIK,32 MA,2
1140,W1,W1,7051,EXPRESS,32 MA,1
1140,W1,W1,7051,MEGA,32 MA,1
1140,W1,W1,7051,RCI,32 MA,2
1140,W1,W1,7051,SWASTIK,32 MA,1
1140,W1,W1,7102,MEGA,32 MA,2
1140,W1,W1,7102,RCI,32 MA,1
1140,W1,W1,7102,SWASTIK,32 MA,1
1140,W1,W1,7103,MEGA,32 MA,2
1140,W1,W1,7104,INDOARYA,18 FT,1
1140,W1,W1,7105,MEGA,32 MA,1
1140,W1,W1,7105,SWASTIK,18 FT,2
1140,W1,W1,7150,EAST INDIA,32 MA,1
1140,W1,W1,7150,EXPRESS,32 MA,5
1140,W1,W1,7150,MEGA,32 MA,3
1140,W1,W1,7150,SWASTIK,32 MA,2
1140,W1,W1,7151,EXPRESS,32 MA,1
1140,W1,W1,7151,MEGA,32 MA,2
1140,W1,W1,7152,EXPRESS,32 MA,4
1140,W1,W1,7152,MEGA,32 MA,2
1140,W1,W1,7152,SWASTIK,32 MA,2
1140,W1,W1,7153,EXPRESS,32 MA,2
1140,W1,W1,7153,MEGA,32 MA,1
1140,W1,W1,7154,EAST INDIA,32 MA,1
1140,W1,W1,7154,MEGA,32 MA,1
1140,W1,W1,7157,EXPRESS,32 MA,3
1140,W2,W2,400295,RCI,32 MA,2
1140,W2,W2,7250,RCI,32 MA,3
1140,W2,W2,7250,SWASTIK,32 MA,5
1140,W2,W2,7251,SWASTIK,32 MA,2
1140,W2,W2,7253,SWASTIK,32 MA,2
1140,W2,W2,7254,SWASTIK,32 MA,1
1140,W2,W2,7302,RCI,32 MA,2
1140,W2,W2,7302,SWASTIK,32 MA,2
1150/1180,E3,E3,400035,ANAND,32 MA,1
1150/1180,E3,E3,400035,DGFC,32 MA,2
1150/1180,E3,E3,400035,KAPOOR,32 MA,2
1150/1180,E3,E3,400035,KTC,32 MA,2
1150/1180,E3,E3,400035,NCS,32 MA,4
1150/1180,E3,E3,400035,VARUNA,32 MA,4
1150/1180,E3,E3,4002,ANAND,32 MA,4
1150/1180,E3,E3,4002,DGFC,32 MA,5
1150/1180,E3,E3,4002,KAPOOR,32 MA,5
1150/1180,E3,E3,4002,KTC,32 MA,1
1150/1180,E3,E3,4002,NCS,32 MA,3
1150/1180,E3,E3,4002,VARUNA,32 MA,6
1150/1180,E3,E3,6200,ANAND,32 MA,1
1150/1180,E3,E3,6200,DGFC,32 MA,5
1150/1180,E3,E3,6200,KAPOOR,32 MA,4
1150/1180,E3,E3,6200,KTC,32 MA,1
1150/1180,E3,E3,6200,NCS,32 MA,2
1150/1180,E3,E3,6200,TRIMURTHI,32 MA,1
1150/1180,E3,E3,6200,VARUNA,32 MA,7
1150/1180,E3,E3,6201,DGFC,32 MA,2
1150/1180,E3,E3,6201,VARUNA,32 MA,3
1150/1180,E3,E3,6202,DGFC,32 MA,3
1150/1180,E3,E3,6202,KAPOOR,32 MA,1
1150/1180,E3,E3,6202,VARUNA,32 MA,5
1150/1180,E3,E3,6203,KAPOOR,32 MA,2
1150/1180,E3,E3,6203,NCS,32 MA,1
1150/1180,E3,E3,6203,VARUNA,32 MA,2
1150/1180,E3,E3,6204,KAPOOR,32 MA,3
1150/1180,E3,E3,6204,TRIMURTHI,32 MA,1
1150/1180,E3,E3,6204,VARUNA,32 MA,3
1150/1180,E3,E3,6205,KAPOOR,32 MA,1
1150/1180,E3,E3,6205,VARUNA,32 MA,2
1150/1180,E3,E3,6206,ANAND,32 MA,1
1150/1180,E3,E3,6206,KAPOOR,32 MA,2
1150/1180,E3,E3,6206,VARUNA,32 MA,1
1150/1180,E3,E3,6207,KAPOOR,32 MA,2
1150/1180,E3,E3,6207,KTC,32 MA,3
1150/1180,E3,E3,6207,NCS,32 MA,1
1150/1180,E3,E3,6207,VARUNA,32 MA,1
1150/1180,E4,E4,400062,KAPOOR,32 MA,1
1150/1180,E4,E4,400307,ANAND,32 MA,1
1150/1180,E4,E4,400307,KAPOOR,32 MA,3
1150/1180,E4,E4,400307,RCI,32 MA,1
1150/1180,E4,E4,400307,VARUNA,32 MA,1
1150/1180,E4,E4,6000,KAPOOR,32 MA,4
1150/1180,E4,E4,6000,VARUNA,32 MA,5
1150/1180,E4,E4,6001,ANAND,32 MA,1
1150/1180,E4,E4,6001,KAPOOR,32 MA,3
1150/1180,E4,E4,6001,RCI,32 MA,1
1150/1180,E4,E4,6001,VARUNA,32 MA,2
1150/1180,E4,E4,6003,DGFC,32 MA,1
1150/1180,E4,E4,6003,KAPOOR,32 MA,3
1150/1180,E4,E4,6003,KTC,32 MA,1
1150/1180,E4,E4,6003,RCI,32 MA,1
1150/1180,E4,E4,6003,VARUNA,32 MA,4
1150/1180,E4,E4,6004,ANAND,32 MA,2
1150/1180,E4,E4,6004,KAPOOR,32 MA,1
1150/1180,E4,E4,6004,KTC,32 MA,1
1150/1180,E4,E4,6004,RCI,32 MA,1
1150/1180,E4,E4,6011,ANAND,32 MA,1
1150/1180,E4,E4,6011,NCS,32 MA,1
1150/1180,E4,E4,6012,ANAND,32 MA,1
1150/1180,E4,E4,6012,KAPOOR,32 MA,2
1150/1180,E4,E4,6012,NCS,32 MA,2
1150/1180,E4,E4,6012,VARUNA,32 MA,2
1150/1180,E4,E4,6013,KTC,32 MA,1
1150/1180,E4,E4,6013,NCS,32 MA,3
1150/1180,E4,E4,6013,VARUNA,32 MA,1
1150/1180,E4,E4,6053,ANAND,32 MA,5
1150/1180,E4,E4,6053,KAPOOR,32 MA,3
1150/1180,E4,E4,6053,KTC,32 MA,2
1150/1180,E4,E4,6053,NCS,32 MA,4
1150/1180,E4,E4,6053,RCI,32 MA,2
1150/1180,E4,E4,6053,VARUNA,32 MA,4
1150/1180,E4,E4,6102,KAPOOR,32 MA,3
1150/1180,E4,E4,6102,KTC,32 MA,1
1150/1180,E4,E4,6102,NCS,32 MA,3
1150/1180,E4,E4,6102,RCI,32 MA,2
1150/1180,E4,E4,6102,VARUNA,32 MA,2
1150/1180,N4,N4,104932,EXPRESS,32 MA,2
1150/1180,N4,N4,104932,RCI,32 MA,4
1150/1180,N4,N4,104932,VARUNA,32 MA,1
1150/1180,N4,N4,111656,DBRC,32 MA,1
1150/1180,N4,N4,400020,VARUNA,32 MA,1
1150/1180,N4,N4,400021,COSMO,32 MA,1
1150/1180,N4,N4,400021,DBRC,32 MA,1
1150/1180,N4,N4,400021,EXPRESS,32 MA,2
1150/1180,N4,N4,400021,LG BROTHERS,32 MA,2
1150/1180,N4,N4,400021,RCI,32 MA,4
1150/1180,N4,N4,400021,VARUNA,32 MA,6
1150/1180,N4,N4,400056,LG BROTHERS,32 MA,1
1150/1180,N4,N4,400058,COSMO,32 MA,2
1150/1180,N4,N4,400058,DBRC,32 MA,2
1150/1180,N4,N4,400058,EXPRESS,32 MA,1
1150/1180,N4,N4,400058,LG BROTHERS,32 MA,3
1150/1180,N4,N4,400058,RCI,32 MA,2
1150/1180,N4,N4,400058,VARUNA,32 MA,2
1150/1180,N4,N4,400076,EXPRESS,32 MA,2
1150/1180,N4,N4,400076,LG BROTHERS,32 SA,17
1150/1180,N4,N4,400076,RCI,32 SA,13
1150/1180,N4,N4,400076,VARUNA,32 MA,2
1150/1180,N4,N4,400076,VARUNA,32 SA,16
1150/1180,N4,N4,400211,EXPRESS,32 MA,4
1150/1180,N4,N4,400211,LG BROTHERS,32 MA,2
1150/1180,N4,N4,400211,LG BROTHERS,32 SA,15
1150/1180,N4,N4,400211,RCI,32 MA,8
1150/1180,N4,N4,400211,RCI,32 SA,15
1150/1180,N4,N4,400211,VARUNA,32 MA,3
1150/1180,N4,N4,400211,VARUNA,32 SA,16
1150/1180,N4,N4,400286,LG BROTHERS,32 MA,2
1150/1180,N4,N4,400286,RCI,32 MA,3
1150/1180,N4,N4,400286,VARUNA,32 MA,4
1150/1180,N4,N4,400304,LG BROTHERS,32 MA,2
1150/1180,N4,N4,400304,RCI,32 MA,2
1150/1180,N4,N4,400304,VARUNA,32 MA,3
1150/1180,N4,N4,400308,EXPRESS,32 MA,1
1150/1180,N4,N4,400308,LG BROTHERS,32 MA,1
1150/1180,N4,N4,400308,VARUNA,32 MA,1
1150/1180,N4,N4,400335,EXPRESS,32 MA,1
1150/1180,N4,N4,400335,RCI,32 MA,2
1150/1180,N4,N4,400335,VARUNA,32 MA,3
1150/1180,N4,N4,400353,DBRC,32 MA,1
1150/1180,N4,N4,400353,EXPRESS,32 MA,1
1150/1180,N4,N4,400353,RCI,32 MA,1
1150/1180,N4,N4,400353,VARUNA,32 MA,2
1150/1180,N4,N4,400359,LG BROTHERS,32 SA,1
1150/1180,N4,N4,400359,RCI,32 MA,1
1150/1180,N4,N4,400359,RCI,32 SA,1
1150/1180,N4,N4,400359,VARUNA,32 MA,1
1150/1180,N4,N4,400359,VARUNA,32 SA,4
1150/1180,N4,N4,400361,DBRC,32 MA,2
1150/1180,N4,N4,400361,RCI,32 MA,1
1150/1180,N4,N4,400361,VARUNA,32 MA,2
1150/1180,N4,N4,5001,COSMO,32 MA,1
1150/1180,N4,N4,5001,DBRC,32 MA,1
1150/1180,N4,N4,5001,VARUNA,32 MA,4
1150/1180,N4,N4,5002,COSMO,32 MA,1
1150/1180,N4,N4,5002,DBRC,32 MA,2
1150/1180,N4,N4,5002,VARUNA,32 MA,3
1150/1180,N4,N4,5004,DBRC,32 MA,1
1150/1180,N4,N4,5004,VARUNA,32 MA,1
1150/1180,N4,N4,5006,EXPRESS,32 MA,1
1150/1180,N4,N4,5006,RCI,32 MA,1
1150/1180,N4,N4,5054,DBRC,32 MA,1
1150/1180,N4,N4,5054,EXPRESS,32 MA,1
1150/1180,N4,N4,5054,RCI,32 MA,1
1150/1180,N4,N4,5054,VARUNA,32 MA,1
1150/1180,N4,N4,5071,VARUNA,32 MA,1
1150/1180,N4,N4_1,400126,DBRC,32 MA,1
1150/1180,N4,N4_1,400126,LG BROTHERS,32 MA,1
1150/1180,N4,N4_1,400126,VARUNA,32 MA,1
1150/1180,N4,N4_1,5115,COSMO,32 MA,1
1150/1180,N4,N4_1,5115,VARUNA,32 MA,2
1150/1180,N4,N4_1,5151,COSMO,32 MA,2
1150/1180,N4,N4_1,5151,LG BROTHERS,32 MA,2
1150/1180,N4,N4_1,5151,RCI,32 MA,1
1150/1180,N4,N4_1,5151,VARUNA,32 MA,1
1150/1180,N4,N4_1,5152,COSMO,32 MA,1
1150/1180,N4,N4_1,5152,DBRC,32 MA,2
1150/1180,N4,N4_1,5152,EXPRESS,32 MA,2
1150/1180,N4,N4_1,5152,LG,32 MA,1
1150/1180,N4,N4_1,5152,RCI,32 MA,2
1150/1180,N4,N4_1,5152,VARUNA,32 MA,2
1150/1180,N4,N4_1,5153,EXPRESS,32 MA,1
1150/1180,N4,N4_1,5153,LG BROTHERS,32 MA,1
1150/1180,N4,N4_1,5153,RCI,32 MA,1
1150/1180,N4,N4_1,5153,VARUNA,32 MA,1
1150/1180,N4,N4_1,5155,EXPRESS,32 MA,1
1150/1180,N4,N4_1,5155,RCI,32 MA,1
1150/1180,N4,N4_1,5155,VARUNA,32 MA,3
1150/1180,N4,N4_1,5157,EXPRESS,32 MA,1
1150/1180,N4,N4_1,5157,RCI,32 MA,1
1150/1180,N4,N4_1,5157,VARUNA,32 MA,1
1150/1180,N4,N4_1,5201,EXPRESS,32 MA,1
1150/1180,N4,N4_1,5201,LG BROTHERS,32 MA,1
1150/1180,N4,N4_1,5201,RCI,32 MA,2
1150/1180,N4,N4_1,5202,LG BROTHERS,32 MA,1
1150/1180,N4,N4_1,5202,RCI,32 MA,1
1150/1180,N4,N4_1,5203,DBRC,32 MA,2
1150/1180,N4,N4_1,5203,EXPRESS,32 MA,1
1150/1180,N4,N4_1,5203,LG BROTHERS,32 MA,1
1150/1180,N4,N4_1,5203,VARUNA,32 MA,2
1150/1180,N4,N4_1,5206,DBRC,32 MA,1
1150/1180,N4,N4_1,5206,VARUNA,32 MA,1
1150/1180,N5,N5,400011,DBRC,32 SA,1
1150/1180,N5,N5,400011,LG BROTHERS,32 SA,2
1150/1180,N5,N5,400011,RCI,32 SA,1
1150/1180,N5,N5,400011,VARUNA,32 SA,3
1150/1180,N5,N5,400044,DBRC,32 MA,1
1150/1180,N5,N5,400044,VARUNA,32 MA,1
1150/1180,N5,N5,400045,RCI,32 MA,1
1150/1180,N5,N5,400292,RCI,32 MA,2
1150/1180,N5,N5,400292,VARUNA,32 MA,2
1150/1180,N5,N5,400294,DBRC,32 MA,1
1150/1180,N5,N5,400294,RCI,32 MA,1
1150/1180,N5,N5,5050,DBRC,32 MA,9
1150/1180,N5,N5,5050,LG BROTHERS,32 MA,4
1150/1180,N5,N5,5050,RCI,32 MA,9
1150/1180,N5,N5,5050,VARUNA,32 MA,7
1150/1180,N5,N5,5052,DBRC,32 MA,1
1150/1180,N5,N5,5052,RCI,32 MA,1
1150/1180,N5,N5,5052,VARUNA,32 MA,2
1150/1180,N5,N5,5053,DRS,32 MA,1
1150/1180,N5,N5,5053,RCI,32 MA,2
1150/1180,N5,N5,5053,VARUNA,32 MA,1
1150/1180,N5,N5,5055,DRS,32 MA,1
1150/1180,N5,N5,5055,LG BROTHERS,32 MA,1
1150/1180,N5,N5,5055,RCI,32 MA,1
1150/1180,N5,N5,5055,VARUNA,32 MA,2
1150/1180,N5,N5,5061,LG BROTHERS,32 MA,1
1150/1180,N5,N5,5061,RCI,32 MA,4
1150/1180,N5,N5,5061,VARUNA,32 MA,1
1150/1180,N5,N5,5251,LG BROTHERS,32 MA,1
1150/1180,N5,N5,5251,RCI,32 MA,2
1150/1180,N5,N5,5251,VARUNA,32 MA,1
1150/1180,N5,N5,5252,RCI,32 MA,2
1150/1180,N5,N5,5301,DBRC,32 MA,1
1150/1180,N5,N5,5301,DRS,32 MA,2
1150/1180,N5,N5,5301,LG BROTHERS,32 MA,2
1150/1180,N5,N5,5301,LG BROTHERS,32 SA,1
1150/1180,N5,N5,5301,RCI,32 MA,4
1150/1180,N5,N5,5301,VARUNA,32 MA,3
1150/1180,N5,N5,5301,VARUNA,32 SA,1
1150/1180,N5,N5,5303,LG BROTHERS,32 MA,1
1150/1180,N5,N5,5303,LG BROTHERS,32 SA,2
1150/1180,N5,N5,5303,RCI,32 SA,1
1150/1180,N5,N5,5303,VARUNA,32 MA,1
1150/1180,N5,N5,5303,VARUNA,32 SA,1
1150/1180,N5,N5,5305,DRS,32 MA,2
1150/1180,N5,N5,5305,RCI,32 SA,1
1150/1180,N5,N5,5305,VARUNA,32 MA,3
1150/1180,N5,N5,5305,VARUNA,32 SA,1
1150/1180,N5,N5,5306,DRS,32 MA,1
1150/1180,N5,N5,5306,RCI,32 SA,1
1150/1180,N5,N5,5306,VARUNA,32 MA,1
1150/1180,N5,N5,5306,VARUNA,32 SA,2
1150/1180,N5,N5,5307,DRS,32 MA,1
1150/1180,N5,N5,5307,VARUNA,32 MA,1
1150/1180,N6,N6,108540,LG BROTHERS,24 FT,1
1150/1180,N6,N6,114228,LG BROTHERS,24 FT,1
1150/1180,N6,N6,400025,RCI,32 MA,1
1150/1180,N6,N6,400025,VARUNA,32 MA,1
1150/1180,N6,N6,400057,DBRC,32 MA,1
1150/1180,N6,N6,400057,DRS,32 MA,1
1150/1180,N6,N6,400057,LG BROTHERS,32 MA,1
1150/1180,N6,N6,400057,RCI,32 MA,4
1150/1180,N6,N6,400057,VARUNA,32 MA,3
1150/1180,N6,N6,400083,RCI,32 MA,1
1150/1180,N6,N6,400231,VARUNA,32 MA,1
1150/1180,N6,N6,400314,DBRC,32 MA,1
1150/1180,N6,N6,400314,DRS,32 MA,1
1150/1180,N6,N6,400314,LG BROTHERS,32 MA,2
1150/1180,N6,N6,400314,RCI,32 MA,3
1150/1180,N6,N6,400314,VARUNA,32 MA,1
1150/1180,N6,N6,5040,DBRC,32 MA,7
1150/1180,N6,N6,5040,DRS,32 MA,1
1150/1180,N6,N6,5040,LG BROTHERS,32 MA,3
1150/1180,N6,N6,5040,LG BROTHERS,32 SA,1
1150/1180,N6,N6,5040,RCI,32 MA,7
1150/1180,N6,N6,5040,VARUNA,32 MA,8
1150/1180,N6,N6,5040,VARUNA,32 SA,2
1150/1180,N6,N6,5051,DBRC,32 MA,3
1150/1180,N6,N6,5051,RCI,32 MA,2
1150/1180,N6,N6,5051,VARUNA,32 MA,4
1150/1180,N6,N6,5101,DBRC,32 MA,1
1150/1180,N6,N6,5101,RCI,32 MA,2
1150/1180,N6,N6,5101,VARUNA,32 MA,2
1150/1180,N6,N6,5102,LG BROTHERS,32 MA,1
1150/1180,N6,N6,5102,RCI,32 MA,1
1150/1180,N6,N6,5102,VARUNA,32 MA,1
1150/1180,N6,N6,5103,DRS,32 MA,1
1150/1180,N6,N6,5103,RCI,32 MA,1
1150/1180,N6,N6,5105,DRS,32 MA,1
1150/1180,N6,N6,5105,LG BROTHERS,32 MA,1
1150/1180,N6,N6,5105,VARUNA,32 MA,1
1150/1180,N6,N6,5106,VARUNA,32 MA,1
1150/1180,N6,N6,5107,LG BROTHERS,32 MA,1
1150/1180,N6,N6,5107,RCI,32 MA,3
1150/1180,N6,N6,5107,VARUNA,32 MA,1
1150/1180,N6,N6,5116,RCI,32 MA,2
1150/1180,N6,N6,5120,DBRC,32 MA,5
1150/1180,N6,N6,5120,DBRC,32 SA,2
1150/1180,N6,N6,5120,DRS,32 MA,3
1150/1180,N6,N6,5120,LG BROTHERS,32 MA,3
1150/1180,N6,N6,5120,LG BROTHERS,32 SA,4
1150/1180,N6,N6,5120,RCI,32 MA,6
1150/1180,N6,N6,5120,VARUNA,32 MA,5
1150/1180,N6,N6,5120,VARUNA,32 SA,1
1150/1180,S6,S6,400060,KTC,18 FT,9
1150/1180,S6,S6,400060,MEGA,18 FT,1
1150/1180,S6,S6,8155,KTC,18 FT,15
1150/1180,S6,S6,8155,MEGA,18 FT,6
1150/1180,S6,S6,8251,KTC,18 FT,23
1150/1180,S6,S6,8251,MEGA,18 FT,6
1150/1180,S6,S6,8255,KTC,18 FT,23
1150/1180,S6,S6,8255,MEGA,18 FT,4
1150/1180,S6,S6,8257,KTC,18 FT,12
1150/1180,S6,S6,8257,MEGA,18 FT,1
1150/1180,S6,S6,8259,KTC,18 FT,2
1150/1180,S6,S6,8259,MEGA,18 FT,1
1150/1180,S6,S6,8261,KTC,18 FT,7
1150/1180,S6,S6,8261,MEGA,18 FT,1
1150/1180,S6,S6,8352,KTC,18 FT,2
1150/1180,S6,S6_1,111210,KTC,18 FT,1
1150/1180,S6,S6_1,8252,KTC,18 FT,7
1150/1180,S6,S6_1,8252,MEGA,18 FT,5
1150/1180,S6,S6_1,8253,KTC,18 FT,4
1150/1180,S6,S6_1,8253,MEGA,18 FT,3
1150/1180,S6,S6_1,8254,KTC,18 FT,9
1150/1180,S6,S6_1,8254,MEGA,18 FT,4
1150/1180,S6,S6_1,8256,KTC,18 FT,11
1150/1180,S6,S6_1,8256,MEGA,18 FT,7
1150/1180,S6,S6_1,8258,KTC,18 FT,7
1150/1180,S6,S6_1,8258,MEGA,18 FT,2
1150/1180,S7,S7,107922,KTC,24 FT,1
1150/1180,S7,S7,400047,KTC,18 FT,1
1150/1180,S7,S7,400348,KTC,18 FT,1
1150/1180,S7,S7,8001,KTC,18 FT,3
1150/1180,S7,S7,8002,KTC,18 FT,2
1150/1180,S7,S7,8003,KTC,18 FT,5
1150/1180,S7,S7,8004,KTC,18 FT,2
1150/1180,S7,S7,8005,KTC,18 FT,4
1150/1180,S7,S7,8006,KTC,18 FT,3
1150/1180,S7,S7,8010,COSMO,32 MA,3
1150/1180,S7,S7,8010,KTC,18 FT,29
1150/1180,S7,S7,8051,KTC,18 FT,2
1150/1180,S7,S7,8052,KTC,18 FT,5
1150/1180,S7,S7,8053,KTC,18 FT,4
1150/1180,S7,S7,8055,KTC,18 FT,3
1150/1180,S7,S7_1,8102,KTC,18 FT,5
1150/1180,S7,S7_1,8103,KTC,18 FT,8
1150/1180,S7,S7_1,8103,KTC,24 FT,1
1150/1180,S7,S7_1,8105,KTC,18 FT,6
1150/1180,S7,S7_1,8106,KTC,18 FT,2
1150/1180,S7,S7_1,8107,KTC,18 FT,2
1150/1180,S7,S7_1,8110,KTC,18 FT,18
1150/1180,S8,S8,400024,GNANABELLA,18 FT,1
1150/1180,S8,S8,400024,KTC,18 FT,2
1150/1180,S8,S8,400063,KTC,18 FT,2
1150/1180,S8,S8,400068,GNANABELLA,18 FT,1
1150/1180,S8,S8,400068,KTC,18 FT,5
1150/1180,S8,S8,400078,KTC,18 FT,1
1150/1180,S8,S8,400196,KTC,18 FT,2
1150/1180,S8,S8,400306,GNANABELLA,24 FT,1
1150/1180,S8,S8,400324,KTC,18 FT,1
1150/1180,S8,S8,400343,KTC,24 FT,1
1150/1180,S8,S8,8301,KTC,18 FT,1
1150/1180,S8,S8,8302,KTC,18 FT,1
1150/1180,S8,S8,8303,KTC,18 FT,2
1150/1180,S8,S8,8304,GNANABELLA,24 FT,1
1150/1180,S8,S8,8304,KTC,18 FT,1
1150/1180,S8,S8,8311,GNANABELLA,18 FT,1
1150/1180,S8,S8,8311,KTC,18 FT,3
1150/1180,S8,S8,8312,DEDICATED,32 MA,1
1150/1180,S8,S8,8312,KTC,18 FT,1
1150/1180,S8,S8,8313,KTC,18 FT,1
1150/1180,S8,S8,8351,GNANABELLA,18 FT,3
1150/1180,S8,S8,8351,KTC,18 FT,6
1150/1180,S8,S8,8351,MEGA,18 FT,1
1150/1180,S8,S8,8352,KTC,18 FT,3
1150/1180,S8,S8,8352,KTC,32 MA,1
1150/1180,S8,S8,8353,GNANABELLA,18 FT,2
1150/1180,S8,S8,8353,KTC,18 FT,3
1150/1180,S8,S8,8354,GNANABELLA,18 FT,1
1150/1180,S8,S8,8354,KTC,18 FT,1
1150/1180,S8,S8,8354,KTC,24 FT,1
1150/1180,S8,S8,8355,KTC,18 FT,1
1150/1180,S8,S8,8356,KTC,18 FT,2
1150/1180,S8,S8_1,400074,APML,32 SA,6
1150/1180,S8,S8_1,400074,COSMO,32 MA,1
1150/1180,S8,S8_1,400074,RCI,32 SA,3
1150/1180,S8,S8_1,400171,APML,32 MA,1
1150/1180,S8,S8_1,400171,APML,32 SA,5
1150/1180,S8,S8_1,400171,RCI,32 SA,8
1150/1180,S9,S9_5,4000,DEDICATED,18 FT,4
1150/1180,S9,S9_5,4000,DEDICATED,32 MA,21
1150/1180,S9,S9_5,400031,DEDICATED,32 MA,18
1150/1180,S9,S9_5,4001,DEDICATED,32 MA,5
1150/1180,S9,S9_5,4003,DEDICATED,18 FT,2
1150/1180,S9,S9_5,4003,DEDICATED,32 MA,39
1150/1180,S9,S9_5,400311,COSMO,32 MA,1
1150/1180,S9,S9_5,400311,DEDICATED,32 MA,5
1150/1180,S9,S9_5,400327,DEDICATED,32 MA,7
1150/1180,S9,S9_5,8104,DEDICATED,32 MA,2
1150/1180,S9,S9_5,8150,DEDICATED,18 FT,10
1150/1180,S9,S9_5,8150,DEDICATED,32 MA,46
1150/1180,S9,S9_5,8151,DEDICATED,18 FT,2
1150/1180,S9,S9_5,8151,DEDICATED,32 MA,11
1150/1180,S9,S9_5,8151,KTC,18 FT,2
1150/1180,S9,S9_5,8153,DEDICATED,18 FT,6
1150/1180,S9,S9_5,8153,DEDICATED,32 MA,11
1150/1180,S9,S9_5,8153,EAST INDIA,18 FT,1
1150/1180,S9,S9_5,8153,KTC,18 FT,3
1150/1180,S9,S9_5,8156,DEDICATED,18 FT,6
1150/1180,S9,S9_5,8156,DEDICATED,32 MA,10
1150/1180,S9,S9_5,8300,DEDICATED,18 FT,2
1150/1180,S9,S9_5,8300,DEDICATED,32 MA,54
1150/1180,S9,S9_5,8300,KTC,18 FT,2
1150/1180,S9,S9_5,8300,LG BROTHERS,32 MA,2
1150/1180,S9,S9_5,8305,DEDICATED,32 MA,2
1150/1180,S9,S9_5,8305,RCI,18 FT,1
1150/1180,W3,W3,400003,EXPRESS,32 MA,1
1150/1180,W3,W3,400017,DGFC,32 MA,1
1150/1180,W3,W3,400017,EXPRESS,32 MA,3
1150/1180,W3,W3,400034,DGFC,32 MA,1
