ClubPlant,Plant,Cluster,SubCluster,TruckType,Destination,DemandTruckFinal
1110,1110,W1,W1,32 MA,7051,1
1110,1110,W1,W1,32 MA,7102,1
1110,1110,W1,W1,32 MA,7150,2
1110,1110,W1,W1,32 MA,7152,1
1110,1110,W1,W1,32 MA,400048,2
1110,1110,W1,W1,32 MA,400241,1
1110,1110,W2,W2,32 MA,7250,2
1110,1110,W2,W2,32 MA,7302,1
1110,1110,S9,S9_1,32 MA,8150,6
1120,1120,S4,S4_2,18 FT,4000,4
1120,1120,S4,S4_2,18 FT,4003,18
1120,1120,S4,S4_2,18 FT,8300,7
1120,1120,S4,S4_2,18 FT,8303,1
1120,1120,S4,S4_2,18 FT,8305,1
1120,1120,S4,S4_2,18 FT,8351,1
1120,1120,S4,S4_2,18 FT,400024,6
1120,1120,S4,S4_2,18 FT,400054,1
1120,1120,S4,S4_2,18 FT,400063,1
1120,1120,S4,S4_2,18 FT,400147,1
1120,1120,S4,S4_1,18 FT,8003,1
1120,1120,S4,S4_1,18 FT,8010,5
1120,1120,S4,S4_1,18 FT,8051,1
1120,1120,S4,S4_1,18 FT,8052,1
1120,1120,S4,S4_1,18 FT,8054,1
1120,1120,S4,S4_1,18 FT,8110,2
1120,1120,S4,S4_1,18 FT,400047,2
1120,1120,S4,S4,18 FT,8155,1
1120,1120,S4,S4,18 FT,8251,1
1120,1120,S4,S4,18 FT,8252,1
1120,1120,S4,S4,18 FT,8255,1
1120,1120,S4,S4,18 FT,8261,1
1120,1120,E5,E5,32 MA,4002,2
1120,1120,E5,E5,32 MA,6000,1
1120,1120,E5,E5,32 MA,6001,1
1120,1120,E5,E5,32 MA,6053,1
1120,1120,E5,E5,32 MA,6102,1
1120,1120,E5,E5,32 MA,6200,2
1120,1120,N7,N7,32 MA,5040,4
1120,1120,N7,N7,32 MA,5050,2
1120,1120,N7,N7,32 MA,5104,1
1120,1120,N7,N7,32 MA,5120,4
1120,1120,N7,N7,32 MA,5301,1
1120,1120,N7,N7,32 MA,5306,1
1120,1120,N7,N7,32 MA,400057,1
1120,1120,N7,N7,32 SA,5301,1
1120,1120,N7,N7,32 SA,400025,7
1120,1120,N7,N7,32 SA,400044,3
1120,1120,N7,N7,32 SA,400045,5
1120,1120,N7,N7,32 SA,400051,20
1120,1120,N7,N7,32 SA,400083,2
1120,1120,N7,N7,32 SA,400294,1
1120,1120,N7,N7,32 SA,400347,7
1120,1120,W5,W5,32 MA,5156,1
1120,1120,W5,W5,32 MA,7000,1
1120,1120,W5,W5,32 MA,7051,1
1120,1120,W5,W5,32 MA,7102,1
1120,1120,W5,W5,32 MA,7105,1
1120,1120,W5,W5,32 MA,7150,4
1120,1120,W5,W5,32 MA,7152,2
1120,1120,W5,W5,32 MA,7250,3
1120,1120,W5,W5,32 MA,7253,1
1120,1120,W5,W5,32 MA,7302,1
1120,1120,W5,W5,32 MA,400349,1
1120,1120,W5,W5,32 SA,7152,1
1120,1120,W5,W5,32 SA,7251,1
1120,1120,W5,W5,32 SA,400039,6
1120,1120,W5,W5,32 SA,400043,9
1120,1120,W5,W5,32 SA,400048,4
1120,1120,W5,W5,32 SA,400318,4
1120,1120,W5,W5,32 SA,400329,2
1120,1120,S9,S9_2,32 MA,8150,8
1120,1120,S9,S9_2,32 MA,400310,4
1130,1130,S9,S9_3,32 MA,4000,5
1130,1130,S9,S9_3,32 MA,4003,13
1130,1130,S9,S9_3,32 MA,7104,1
1130,1130,S9,S9_3,32 MA,8004,1
1130,1130,S9,S9_3,32 MA,8054,3
1130,1130,S9,S9_3,32 MA,8300,8
1130,1130,S9,S9_3,32 MA,400071,4
1130,1130,E6,E6,32 MA,4002,2
1130,1130,E6,E6,32 MA,6012,2
1130,1130,E6,E6,32 MA,6053,3
1130,1130,E6,E6,32 MA,6200,3
1130,1130,E6,E6,32 MA,6202,3
1130,1130,E6,E6,32 MA,6204,1
1130,1130,E6,E6,32 MA,6205,2
1130,1130,E6,E6,32 MA,6206,2
1130,1130,E6,E6,32 MA,6207,1
1130,1130,E6,E6,32 MA,400035,1
1130,1130,E6,E6_1,32 MA,6000,2
1130,1130,E6,E6_1,32 MA,6001,1
1130,1130,E6,E6_1,32 MA,6011,1
1130,1130,E6,E6_1,32 MA,6102,11
1130,1130,N8,N8,32 MA,5001,1
1130,1130,N8,N8,32 MA,5002,1
1130,1130,N8,N8,32 MA,5004,1
1130,1130,N8,N8,32 MA,5006,1
1130,1130,N8,N8,32 MA,5050,6
1130,1130,N8,N8,32 MA,5052,1
1130,1130,N8,N8,32 MA,5053,3
1130,1130,N8,N8,32 MA,5054,1
1130,1130,N8,N8,32 MA,5055,3
1130,1130,N8,N8,32 MA,5061,3
1130,1130,N8,N8,32 MA,5251,1
1130,1130,N8,N8,32 MA,5252,1
1130,1130,N8,N8,32 MA,5301,8
1130,1130,N8,N8,32 MA,5303,2
1130,1130,N8,N8,32 MA,5305,2
1130,1130,N8,N8,32 MA,5306,2
1130,1130,N8,N8,32 MA,5307,1
1130,1130,N8,N8_1,32 MA,5115,1
1130,1130,N8,N8_1,32 MA,5151,1
1130,1130,N8,N8_1,32 MA,5152,3
1130,1130,N8,N8_1,32 MA,5153,1
1130,1130,N8,N8_1,32 MA,5155,1
1130,1130,N8,N8_1,32 MA,5203,2
1130,1130,N8,N8_1,32 MA,5206,1
1130,1130,N9,N9,32 MA,5040,5
1130,1130,N9,N9,32 MA,5051,5
1130,1130,N9,N9,32 MA,5101,6
1130,1130,N9,N9,32 MA,5102,5
1130,1130,N9,N9,32 MA,5103,3
1130,1130,N9,N9,32 MA,5104,13
1130,1130,N9,N9,32 MA,5105,5
1130,1130,N9,N9,32 MA,5106,2
1130,1130,N9,N9,32 MA,5107,4
1130,1130,N9,N9,32 MA,5108,2
1130,1130,N9,N9,32 MA,5109,1
1130,1130,N9,N9,32 MA,5111,1
1130,1130,N9,N9,32 MA,5112,2
1130,1130,N9,N9,32 MA,5114,2
1130,1130,N9,N9,32 MA,5116,4
1130,1130,N9,N9,32 MA,5120,6
1130,1130,W6,W6,32 MA,5156,1
1130,1130,W6,W6,32 MA,7102,5
1130,1130,W6,W6,32 MA,7103,3
1130,1130,W6,W6,32 MA,7105,1
1130,1130,W6,W6,32 MA,7150,5
1130,1130,W6,W6,32 MA,7151,3
1130,1130,W6,W6,32 MA,7152,5
1130,1130,W6,W6,32 MA,7153,2
1130,1130,W6,W6,32 MA,7154,2
1130,1130,W6,W6,32 MA,7155,1
1130,1130,W6,W6,32 MA,7161,1
1130,1130,W6,W6,32 MA,7250,4
1130,1130,W6,W6,32 MA,7251,4
1130,1130,W6,W6,32 MA,7252,1
1130,1130,W6,W6,32 MA,7253,1
1130,1130,W6,W6,32 MA,7254,2
1130,1130,W6,W6,32 MA,7302,3
1130,1130,W6,W6,32 MA,7304,1
1130,1130,W6,W6,32 MA,104687,3
1130,1130,W6,W6,32 MA,400349,2
1130,1130,W6,W6_2,32 MA,7000,3
1130,1130,W6,W6_2,32 MA,7001,1
1130,1130,W6,W6_2,32 MA,7002,3
1130,1130,W6,W6_2,32 MA,7003,1
1130,1130,W6,W6_2,32 MA,7051,7
1130,1130,W6,W6_1,32 MA,7157,2
1130,1130,S5,S5_1,18 FT,8001,3
1130,1130,S5,S5_1,18 FT,8002,2
1130,1130,S5,S5_1,18 FT,8003,4
1130,1130,S5,S5_1,18 FT,8005,2
1130,1130,S5,S5_1,18 FT,8006,3
1130,1130,S5,S5_1,18 FT,8010,6
1130,1130,S5,S5_1,18 FT,8052,4
1130,1130,S5,S5_1,18 FT,8053,6
1130,1130,S5,S5_1,18 FT,8055,2
1130,1130,S5,S5_1,18 FT,8301,3
1130,1130,S5,S5_1,18 FT,8303,1
1130,1130,S5,S5_1,18 FT,8304,1
1130,1130,S5,S5_1,18 FT,8305,3
1130,1130,S5,S5_1,18 FT,8306,2
1130,1130,S5,S5_1,18 FT,8311,1
1130,1130,S5,S5_1,18 FT,8312,2
1130,1130,S5,S5_1,18 FT,8313,1
1130,1130,S5,S5_1,18 FT,8315,1
1130,1130,S5,S5_1,18 FT,8351,2
1130,1130,S5,S5_1,18 FT,8352,5
1130,1130,S5,S5_1,18 FT,8353,2
1130,1130,S5,S5_1,18 FT,8354,1
1130,1130,S5,S5_1,18 FT,8355,1
1130,1130,S5,S5_1,18 FT,8356,2
1130,1130,S5,S5_1,18 FT,400196,7
1130,1130,S5,S5_2,18 FT,8102,1
1130,1130,S5,S5_2,18 FT,8103,1
1130,1130,S5,S5_2,18 FT,8104,1
1130,1130,S5,S5_2,18 FT,8105,1
1130,1130,S5,S5_2,18 FT,8110,4
1130,1130,S5,S5,18 FT,8150,8
1130,1130,S5,S5,18 FT,8251,1
1130,1130,S5,S5,18 FT,8254,1
1130,1130,S5,S5,18 FT,8256,2
1130,1130,S5,S5,18 FT,8258,1
1130,1130,S5,S5,18 FT,8261,1
1140,1140,S9,S9_4,32 MA,4000,15
1140,1140,S9,S9_4,32 MA,4003,3
1140,1140,S9,S9_4,32 MA,8003,1
1140,1140,S9,S9_4,32 MA,8150,8
1140,1140,S9,S9_4,32 MA,8255,1
1140,1140,S9,S9_4,32 MA,400311,8
1140,1140,S9,S9_4,32 MA,400316,10
1140,1140,E1,E1,32 MA,4002,2
1140,1140,E1,E1,32 MA,6200,4
1140,1140,E1,E1,32 MA,6201,1
1140,1140,E1,E1,32 MA,6202,1
1140,1140,E1,E1,32 MA,6203,1
1140,1140,E1,E1,32 MA,6204,1
1140,1140,E1,E1,32 MA,6206,1
1140,1140,N1,N1,32 MA,5001,1
1140,1140,N1,N1,32 MA,104932,1
1140,1140,N1,N1,32 MA,400021,14
1140,1140,N1,N1,32 MA,400058,4
1140,1140,N1,N1,32 MA,400076,1
1140,1140,N1,N1,32 MA,400286,1
1140,1140,N1,N1,32 MA,400304,2
1140,1140,N1,N1,32 MA,400335,2
1140,1140,N1,N1_1,32 MA,5152,1
1140,1140,N1,N1_1,32 MA,5203,1
1140,1140,N3,N3,32 MA,5040,6
1140,1140,N3,N3,32 MA,5102,1
1140,1140,N3,N3,32 MA,5103,1
1140,1140,N3,N3,32 MA,5104,1
1140,1140,N3,N3,32 MA,5106,1
1140,1140,N3,N3,32 MA,5120,4
1140,1140,N3,N3,32 MA,400314,4
1140,1140,E2,E2,32 MA,6000,3
1140,1140,E2,E2,32 MA,6001,1
1140,1140,E2,E2,32 MA,6012,1
1140,1140,E2,E2,32 MA,6013,1
1140,1140,E2,E2,32 MA,6053,3
1140,1140,E2,E2,32 MA,6102,4
1140,1140,W1,W1,32 MA,7000,2
1140,1140,W1,W1,32 MA,7051,2
1140,1140,W1,W1,32 MA,7102,2
1140,1140,W1,W1,32 MA,7105,1
1140,1140,W1,W1,32 MA,7150,4
1140,1140,W1,W1,32 MA,7151,1
1140,1140,W1,W1,32 MA,7152,3
1140,1140,W1,W1,32 MA,7153,1
1140,1140,W1,W1,32 MA,400003,5
1140,1140,W1,W1,32 MA,400038,2
1140,1140,W1,W1,32 MA,400075,3
1140,1140,W1,W1,32 MA,400081,1
1140,1140,W1,W1,32 MA,400241,1
1140,1140,W1,W1,32 MA,400329,1
1140,1140,W1,W1,32 SA,400006,3
1140,1140,W1,W1,32 SA,400038,6
1140,1140,W2,W2,32 MA,7250,2
1140,1140,W2,W2,32 MA,7251,1
1140,1140,W2,W2,32 MA,7302,1
1140,1140,W2,W2,32 MA,400295,1
1140,1140,S2,S2,18 FT,8001,1
1140,1140,S2,S2,18 FT,8005,1
1140,1140,S2,S2,18 FT,8006,1
1140,1140,S2,S2,18 FT,8010,6
1140,1140,S2,S2,18 FT,8053,1
1140,1140,S2,S2,18 FT,8054,1
1140,1140,S2,S2,18 FT,8055,1
1140,1140,S2,S2,18 FT,8102,1
1140,1140,S2,S2,18 FT,8103,1
1140,1140,S2,S2,18 FT,8104,1
1140,1140,S2,S2,18 FT,8110,4
1140,1140,S2,S2,18 FT,400027,2
1140,1140,S2,S2,18 FT,400327,1
1140,1140,S2,S2_1,32 SA,400299,3
1140,1140,S3,S3,18 FT,8151,1
1140,1140,S3,S3,18 FT,8153,1
1140,1140,S3,S3,18 FT,8251,3
1140,1140,S3,S3,18 FT,8252,1
1140,1140,S3,S3,18 FT,8253,1
1140,1140,S3,S3,18 FT,8256,2
1140,1140,S3,S3,18 FT,8258,1
1140,1140,S3,S3,18 FT,8259,3
1140,1140,S3,S3,18 FT,8261,1
1140,1140,S1,S1_1,18 FT,8300,12
1140,1140,S1,S1_1,18 FT,8301,2
1140,1140,S1,S1_1,18 FT,8312,1
1140,1140,S1,S1_1,18 FT,400271,2
1140,1140,S1,S1,18 FT,8304,1
1140,1140,S1,S1,18 FT,8305,1
1140,1140,S1,S1,18 FT,8311,3
1140,1140,S1,S1,18 FT,8313,1
1140,1140,S1,S1,18 FT,8351,2
1140,1140,S1,S1,18 FT,8352,1
1140,1140,S1,S1,18 FT,8353,1
1140,1140,S1,S1,18 FT,8354,1
1140,1140,S1,S1,18 FT,8355,1
1140,1140,S1,S1,18 FT,8356,1
1140,1140,N2,N2,32 MA,5050,5
1140,1140,N2,N2,32 MA,5301,1
1140,1140,N2,N2,32 MA,400292,1
1160,1160,S1,S1_2,18 FT,4000,20
1160,1160,S1,S1_2,18 FT,4003,3
1160,1160,S1,S1,18 FT,8304,1
1160,1160,S1,S1,18 FT,8313,1
1160,1160,S1,S1,18 FT,8351,1
1160,1160,S1,S1,18 FT,8352,1
1160,1160,S1,S1,18 FT,8353,1
1160,1160,S1,S1,18 FT,8354,1
1160,1160,S1,S1,18 FT,400031,11
1160,1160,S1,S1_3,18 FT,400074,8
1160,1160,S1,S1_3,18 FT,400171,4
1160,1160,S1,S1_1,18 FT,400078,7
1160,1160,E1,E1,32 MA,4002,1
1160,1160,E1,E1,32 MA,6200,4
1160,1160,E1,E1,32 MA,6202,1
1160,1160,E1,E1,32 MA,400035,17
1160,1160,N1,N1,32 MA,5001,1
1160,1160,N1,N1_1,32 MA,5151,2
1160,1160,N1,N1_1,32 MA,5152,2
1160,1160,N1,N1_1,32 MA,5155,1
1160,1160,N1,N1_1,32 MA,5203,1
1160,1160,N1,N1_2,32 MA,400077,5
1160,1160,N1,N1_2,32 MA,400211,10
1160,1160,N1,N1_2,32 MA,400323,1
1160,1160,N2,N2,32 MA,5050,6
1160,1160,N2,N2,32 MA,5053,1
1160,1160,N2,N2,32 MA,5301,3
1160,1160,N2,N2,32 MA,5303,1
1160,1160,N2,N2,32 MA,5307,1
1160,1160,N2,N2,32 MA,400303,11
1160,1160,W2,W2,32 MA,5156,1
1160,1160,W2,W2,32 MA,7250,2
1160,1160,W2,W2,32 MA,7302,1
1160,1160,W2,W2,32 MA,104687,4
1160,1160,E2,E2,32 MA,6000,2
1160,1160,E2,E2,32 MA,6012,1
1160,1160,E2,E2,32 MA,6053,1
1160,1160,E2,E2,32 MA,6102,2
1160,1160,W1,W1,32 MA,7000,2
1160,1160,W1,W1,32 MA,7051,1
1160,1160,W1,W1,32 MA,7102,1
1160,1160,W1,W1,32 MA,7103,1
1160,1160,W1,W1,32 MA,7150,2
1160,1160,W1,W1,32 MA,7151,1
1160,1160,W1,W1,32 MA,7152,2
1160,1160,W1,W1,32 MA,400017,2
1160,1160,W1,W1,32 MA,400191,1
1160,1160,W1,W1,32 SA,400182,3
1160,1160,W1,W1,32 SA,400191,7
1160,1160,W1,W1,32 SA,400331,2
1160,1160,S2,S2,18 FT,8003,1
1160,1160,S2,S2,18 FT,8006,1
1160,1160,S2,S2,18 FT,8010,6
1160,1160,S2,S2,18 FT,8052,1
1160,1160,S2,S2,18 FT,400186,11
1160,1160,S2,S2,18 FT,400299,4
1160,1160,S2,S2_1,18 FT,8103,1
1160,1160,S2,S2_1,18 FT,8104,1
1160,1160,S2,S2_1,18 FT,8110,4
1160,1160,S3,S3,18 FT,8153,1
1160,1160,S3,S3_1,18 FT,8251,1
1160,1160,S3,S3_1,18 FT,8252,1
1160,1160,S3,S3_1,18 FT,8259,1
1160,1160,S9,S9_6,32 MA,8150,9
1160,1160,S9,S9_6,32 MA,8156,1
1160,1160,S9,S9_6,32 MA,8300,11
1160,1160,S9,S9_6,32 MA,400060,3
1160,1160,N3,N3,32 MA,5040,5
1160,1160,N3,N3,32 MA,5120,5
1150/1180,1150,S9,S9_5,32 MA,4000,7
1150/1180,1150,S9,S9_5,32 MA,4003,14
1150/1180,1150,S9,S9_5,32 MA,8010,8
1150/1180,1150,S9,S9_5,32 MA,8150,8
1150/1180,1150,S9,S9_5,32 MA,8151,6
1150/1180,1150,S9,S9_5,32 MA,8153,6
1150/1180,1150,S9,S9_5,32 MA,8156,5
1150/1180,1150,S9,S9_5,32 MA,8300,11
1150/1180,1150,S9,S9_5,32 MA,8305,1
1150/1180,1150,S9,S9_5,32 MA,400327,2
1150/1180,1150,E3,E3,32 MA,4002,9
1150/1180,1150,E3,E3,32 MA,6200,4
1150/1180,1150,E3,E3,32 MA,6201,3
1150/1180,1150,E3,E3,32 MA,6202,2
1150/1180,1150,E3,E3,32 MA,6203,1
1150/1180,1150,E3,E3,32 MA,6204,2
1150/1180,1150,E3,E3,32 MA,6205,1
1150/1180,1150,E3,E3,32 MA,6206,1
1150/1180,1150,E3,E3,32 MA,6207,2
1150/1180,1150,E3,E3,32 MA,400035,9
1150/1180,1150,N4,N4,32 MA,5001,1
1150/1180,1150,N4,N4,32 MA,5002,2
1150/1180,1150,N4,N4,32 MA,5004,1
1150/1180,1150,N4,N4,32 MA,5054,2
1150/1180,1150,N4,N4,32 MA,104932,2
1150/1180,1150,N4,N4,32 MA,400021,2
1150/1180,1150,N4,N4,32 MA,400058,2
1150/1180,1150,N4,N4,32 MA,400286,3
1150/1180,1150,N4,N4,32 MA,400353,2
1150/1180,1150,N4,N4_1,32 MA,5115,1
1150/1180,1150,N4,N4_1,32 MA,5151,2
1150/1180,1150,N4,N4_1,32 MA,5152,3
1150/1180,1150,N4,N4_1,32 MA,5153,1
1150/1180,1150,N4,N4_1,32 MA,5155,2
1150/1180,1150,N4,N4_1,32 MA,5201,1
1150/1180,1150,N4,N4_1,32 MA,5202,1
1150/1180,1150,N4,N4_1,32 MA,5203,2
1150/1180,1150,N6,N6,32 MA,5040,6
1150/1180,1150,N6,N6,32 MA,5051,2
1150/1180,1150,N6,N6,32 MA,5120,6
1150/1180,1150,N6,N6,32 MA,400057,6
1150/1180,1150,N6,N6,32 SA,5040,1
1150/1180,1150,N6,N6,32 SA,5106,1
1150/1180,1150,N5,N5,32 MA,5050,5
1150/1180,1150,N5,N5,32 MA,5052,2
1150/1180,1150,N5,N5,32 MA,5053,1
1150/1180,1150,N5,N5,32 MA,5055,2
1150/1180,1150,N5,N5,32 MA,5061,2
1150/1180,1150,N5,N5,32 MA,5251,2
1150/1180,1150,N5,N5,32 MA,5252,1
1150/1180,1150,N5,N5,32 MA,5301,3
1150/1180,1150,N5,N5,32 MA,5303,1
1150/1180,1150,N5,N5,32 MA,5305,2
1150/1180,1150,N5,N5,32 MA,5306,1
1150/1180,1150,N5,N5,32 MA,400044,1
1150/1180,1150,N5,N5,32 MA,400045,1
1150/1180,1150,N5,N5,32 SA,5301,1
1150/1180,1150,N5,N5,32 SA,5303,1
1150/1180,1150,W4,W4,32 MA,5156,1
1150/1180,1150,W4,W4,32 MA,7250,4
1150/1180,1150,W4,W4,32 MA,7251,3
1150/1180,1150,W4,W4,32 MA,7252,2
1150/1180,1150,W4,W4,32 MA,7253,1
1150/1180,1150,W4,W4,32 MA,7254,1
1150/1180,1150,W4,W4,32 MA,7301,1
1150/1180,1150,W4,W4,32 MA,7302,4
1150/1180,1150,W4,W4,32 MA,104687,4
1150/1180,1150,W4,W4,32 MA,400295,1
1150/1180,1150,E4,E4,32 MA,6000,2
1150/1180,1150,E4,E4,32 MA,6001,2
1150/1180,1150,E4,E4,32 MA,6003,3
1150/1180,1150,E4,E4,32 MA,6004,1
1150/1180,1150,E4,E4,32 MA,6012,1
1150/1180,1150,E4,E4,32 MA,6013,1
1150/1180,1150,E4,E4,32 MA,6053,5
1150/1180,1150,E4,E4,32 MA,6102,3
1150/1180,1150,E4,E4,32 MA,400062,1
1150/1180,1150,E4,E4,32 MA,400307,1
1150/1180,1150,W3,W3_1,32 MA,7000,4
1150/1180,1150,W3,W3_1,32 MA,7001,1
1150/1180,1150,W3,W3_1,32 MA,7002,1
1150/1180,1150,W3,W3_1,32 MA,7051,4
1150/1180,1150,W3,W3_1,32 MA,400023,1
1150/1180,1150,W3,W3_1,32 MA,400350,3
1150/1180,1150,W3,W3,32 MA,7102,2
1150/1180,1150,W3,W3,32 MA,7150,3
1150/1180,1150,W3,W3,32 MA,7151,1
1150/1180,1150,W3,W3,32 MA,7152,7
1150/1180,1150,W3,W3,32 MA,7153,1
1150/1180,1150,W3,W3,32 MA,7154,1
1150/1180,1150,W3,W3,32 MA,7161,1
1150/1180,1150,W3,W3,32 MA,400003,1
1150/1180,1150,W3,W3,32 MA,400034,3
1150/1180,1150,W3,W3,32 MA,400038,4
1150/1180,1150,W3,W3,32 MA,400043,4
1150/1180,1150,W3,W3,32 MA,400048,6
1150/1180,1150,W3,W3,32 MA,400075,1
1150/1180,1150,W3,W3,32 MA,400191,1
1150/1180,1150,W3,W3,32 MA,400329,3
1150/1180,1150,W3,W3_2,32 MA,7103,1
1150/1180,1150,W3,W3_2,32 MA,7105,2
1150/1180,1150,W3,W3_2,32 MA,7157,2
1150/1180,1150,S6,S6_2,18 FT,8006,1
1150/1180,1150,S6,S6_2,18 FT,8053,1
1150/1180,1150,S6,S6_2,18 FT,8055,1
1150/1180,1150,S6,S6_3,18 FT,8102,2
1150/1180,1150,S6,S6_3,18 FT,8105,1
1150/1180,1150,S6,S6_3,18 FT,8106,1
1150/1180,1150,S6,S6_3,18 FT,8110,6
1150/1180,1150,S6,S6,18 FT,8155,7
1150/1180,1150,S6,S6,18 FT,8257,5
1150/1180,1150,S6,S6,18 FT,8261,2
1150/1180,1150,S6,S6,18 FT,400060,5
1150/1180,1150,S6,S6_1,18 FT,8253,2
1150/1180,1150,S6,S6_1,18 FT,8254,2
1150/1180,1150,S6,S6_1,18 FT,8256,5
1150/1180,1150,S7,S7,32 MA,8251,6
1150/1180,1150,S7,S7,32 MA,8252,4
1150/1180,1150,S7,S7,32 MA,8255,5
1150/1180,1150,S7,S7,32 MA,8258,1
1150/1180,1150,S7,S7,32 MA,8259,2
1150/1180,1150,S7,S7,32 MA,400031,4
1150/1180,1150,S7,S7,32 MA,400311,4
1150/1180,1150,S8,S8,18 FT,8301,1
1150/1180,1150,S8,S8,18 FT,8303,1
1150/1180,1150,S8,S8,18 FT,8304,1
1150/1180,1150,S8,S8,18 FT,8313,1
1150/1180,1150,S8,S8,18 FT,8351,1
1150/1180,1150,S8,S8,18 FT,8353,2
1150/1180,1150,S8,S8,18 FT,8354,2
1150/1180,1150,S8,S8,18 FT,400009,3
1150/1180,1150,S8,S8,18 FT,400024,1
1150/1180,1150,S8,S8,18 FT,400063,1
1150/1180,1150,S8,S8,18 FT,400196,1
1150/1180,1180,S9,S9_5,32 MA,4000,1
1150/1180,1180,S9,S9_5,32 MA,8010,6
1150/1180,1180,S9,S9_5,32 MA,8150,9
1150/1180,1180,S9,S9_5,32 MA,8153,1
1150/1180,1180,S9,S9_5,32 MA,8156,1
1150/1180,1180,S9,S9_5,32 MA,8300,11
1150/1180,1180,E3,E3,32 MA,4002,1
1150/1180,1180,E3,E3,32 MA,6200,4
1150/1180,1180,E3,E3,32 MA,6202,1
1150/1180,1180,N4,N4,32 MA,5001,1
1150/1180,1180,N4,N4,32 MA,400021,3
1150/1180,1180,N4,N4,32 MA,400076,2
1150/1180,1180,N4,N4,32 MA,400211,7
1150/1180,1180,N4,N4,32 MA,400286,4
1150/1180,1180,N4,N4,32 MA,400304,2
1150/1180,1180,N4,N4,32 SA,400076,10
1150/1180,1180,N4,N4,32 SA,400211,11
1150/1180,1180,N4,N4_1,32 MA,5151,1
1150/1180,1180,N4,N4_1,32 MA,5152,1
1150/1180,1180,N4,N4_1,32 MA,5203,1
1150/1180,1180,N5,N5,32 MA,5050,4
1150/1180,1180,N5,N5,32 MA,5055,1
1150/1180,1180,N5,N5,32 MA,5301,2
1150/1180,1180,N5,N5,32 SA,5303,1
1150/1180,1180,N5,N5,32 SA,400011,2
1150/1180,1180,N6,N6,32 MA,5040,5
1150/1180,1180,N6,N6,32 MA,5120,4
1150/1180,1180,N6,N6,32 MA,400314,4
1150/1180,1180,E4,E4,32 MA,6000,1
1150/1180,1180,E4,E4,32 MA,6053,2
1150/1180,1180,E4,E4,32 MA,6102,2
1150/1180,1180,W3,W3_1,32 MA,7000,2
1150/1180,1180,W3,W3_1,32 MA,7051,2
1150/1180,1180,W3,W3_1,32 MA,400221,1
1150/1180,1180,W3,W3_2,32 MA,7103,1
1150/1180,1180,W3,W3,32 MA,7102,1
1150/1180,1180,W3,W3,32 MA,7150,3
1150/1180,1180,W3,W3,32 MA,7152,1
1150/1180,1180,W3,W3,32 MA,400017,1
1150/1180,1180,W4,W4,32 MA,7250,2
1150/1180,1180,W4,W4,32 MA,7251,1
1150/1180,1180,W4,W4,32 MA,7302,1
1150/1180,1180,S6,S6_2,18 FT,8053,1
1150/1180,1180,S6,S6_2,18 FT,8055,1
1150/1180,1180,S6,S6_3,18 FT,8103,1
1150/1180,1180,S6,S6_3,18 FT,8110,4
1150/1180,1180,S6,S6,18 FT,8155,1
1150/1180,1180,S6,S6_1,18 FT,8256,1
